"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","PRCP","PRCP_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"RSM00025123","CHERSKIJ, RS","68.75","161.283","28.0","1950-11-04","1.6",",,I",,,,,,,,
"RSM00025123","CHERSKIJ, RS","68.75","161.283","28.0","1950-11-05","0.9",",,I",,,,,,,,
"RSM00025123","CHERSKIJ, RS","68.75","161.283","28.0","1950-11-06","1.0",",,I",,,,,,,,
"RSM00025123","CHERSKIJ, RS","68.75","161.283","28.0","1950-11-07","0.7",",,I",,,,,,,,
"RSM00025123","CHERSKIJ, RS","68.75","161.283","28.0","1950-11-08","0.0","T,,I",,,,,,,,
"RSM00025123","CHERSKIJ, RS","68.75","161.283","28.0","1950-11-09","0.0",",,I",,,,,,,,
"RSM00025123","CHERSKIJ, RS","68.75","161.283","28.0","1950-11-10","0.0","T,,I",,,,,,,,
"RSM00025123","CHERSKIJ, RS","68.75","161.283","28.0","1950-11-11","0.1",",,I",,,,,,,,
"RSM00025123","CHERSKIJ, RS","68.75","161.283","28.0","1950-11-12","0.0",",,I",,,,,,,,
"RSM00025123","CHERSKIJ, RS","68.75","161.283","28.0","1950-11-13","0.0","T,,I",,,,,,,,
"RSM00025123","CHERSKIJ, RS","68.75","161.283","28.0","1950-11-14","0.0",",,I",,,,,,,,
"RSM00025123","CHERSKIJ, RS","68.75","161.283","28.0","1950-11-15","0.0","T,,I",,,,,,,,
"RSM00025123","CHERSKIJ, RS","68.75","161.283","28.0","1950-11-16","2.3",",,I",,,,,,,,
"RSM00025123","CHERSKIJ, RS","68.75","161.283","28.0","1950-11-17","3.5",",,I",,,,,,,,
"RSM00025123","CHERSKIJ, RS","68.75","161.283","28.0","1950-11-18","6.2",",,I",,,,,,,,
"RSM00025123","CHERSKIJ, RS","68.75","161.283","28.0","1950-11-19","0.0",",,I",,,,,,,,
"RSM00025123","CHERSKIJ, RS","68.75","161.283","28.0","1950-11-20","0.0","T,,I",,,,,,,,
"RSM00025123","CHERSKIJ, RS","68.75","161.283","28.0","1950-11-21","0.0",",,I",,,,,,,,
"RSM00025123","CHERSKIJ, RS","68.75","161.283","28.0","1950-11-22","4.5",",,I",,,,,,,,
"RSM00025123","CHERSKIJ, RS","68.75","161.283","28.0","1950-11-23","0.0",",,I",,,,,,,,
"RSM00025123","CHERSKIJ, RS","68.75","161.283","28.0","1950-11-24","0.0","T,,I",,,,,,,,
"RSM00025123","CHERSKIJ, RS","68.75","161.283","28.0","1950-11-25","1.9",",,I",,,,,,,,
"RSM00025123","CHERSKIJ, RS","68.75","161.283","28.0","1950-11-26","0.3",",,I",,,,,,,,
"RSM00025123","CHERSKIJ, RS","68.75","161.283","28.0","1950-11-27","0.5",",,I",,,,,,,,
"RSM00025123","CHERSKIJ, RS","68.75","161.283","28.0","1950-11-28","0.0","T,,I",,,,,,,,
"RSM00025123","CHERSKIJ, RS","68.75","161.283","28.0","1950-11-29","1.9",",,I",,,,,,,,
"RSM00025123","CHERSKIJ, RS","68.75","161.283","28.0","1950-11-30","0.8",",,I",,,,,,,,
"RSM00025123","CHERSKIJ, RS","68.75","161.283","28.0","1950-12-01","0.0",",,I",,,,,,,,
"RSM00025123","CHERSKIJ, RS","68.75","161.283","28.0","1950-12-02","0.0",",,I",,,,,,,,
"RSM00025123","CHERSKIJ, RS","68.75","161.283","28.0","1950-12-03","0.0",",,I",,,,,,,,
"RSM00025123","CHERSKIJ, RS","68.75","161.283","28.0","1950-12-04","0.0","T,,I",,,,,,,,
"RSM00025123","CHERSKIJ, RS","68.75","161.283","28.0","1950-12-05","0.0",",,I",,,,,,,,
"RSM00025123","CHERSKIJ, RS","68.75","161.283","28.0","1950-12-06","0.0",",,I",,,,,,,,
"RSM00025123","CHERSKIJ, RS","68.75","161.283","28.0","1950-12-07","0.0","T,,I",,,,,,,,
"RSM00025123","CHERSKIJ, RS","68.75","161.283","28.0","1950-12-08","0.0","T,,I",,,,,,,,
"RSM00025123","CHERSKIJ, RS","68.75","161.283","28.0","1950-12-09","0.0",",,I",,,,,,,,
"RSM00025123","CHERSKIJ, RS","68.75","161.283","28.0","1950-12-10","0.0",",,I",,,,,,,,
"RSM00025123","CHERSKIJ, RS","68.75","161.283","28.0","1950-12-11","0.0","T,,I",,,,,,,,
"RSM00025123","CHERSKIJ, RS","68.75","161.283","28.0","1950-12-12","0.0",",,I",,,,,,,,
"RSM00025123","CHERSKIJ, RS","68.75","161.283","28.0","1950-12-13","2.2",",,I",,,,,,,,
"RSM00025123","CHERSKIJ, RS","68.75","161.283","28.0","1950-12-14","0.4",",,I",,,,,,,,
"RSM00025123","CHERSKIJ, RS","68.75","161.283","28.0","1950-12-15","1.2",",,I",,,,,,,,
"RSM00025123","CHERSKIJ, RS","68.75","161.283","28.0","1950-12-16","0.6",",,I",,,,,,,,
"RSM00025123","CHERSKIJ, RS","68.75","161.283","28.0","1950-12-17","0.0","T,,I",,,,,,,,
"RSM00025123","CHERSKIJ, RS","68.75","161.283","28.0","1950-12-18","1.9",",,I",,,,,,,,
"RSM00025123","CHERSKIJ, RS","68.75","161.283","28.0","1950-12-19","0.2",",,I",,,,,,,,
"RSM00025123","CHERSKIJ, RS","68.75","161.283","28.0","1950-12-20","0.0",",,I",,,,,,,,
"RSM00025123","CHERSKIJ, RS","68.75","161.283","28.0","1950-12-21","0.0",",,I",,,,,,,,
"RSM00025123","CHERSKIJ, RS","68.75","161.283","28.0","1950-12-22","0.0",",,I",,,,,,,,
"RSM00025123","CHERSKIJ, RS","68.75","161.283","28.0","1950-12-23","0.0",",,I",,,,,,,,
"RSM00025123","CHERSKIJ, RS","68.75","161.283","28.0","1950-12-24","0.0",",,I",,,,,,,,
"RSM00025123","CHERSKIJ, RS","68.75","161.283","28.0","1950-12-25","0.0",",,I",,,,,,,,
"RSM00025123","CHERSKIJ, RS","68.75","161.283","28.0","1950-12-26","1.0",",,I",,,,,,,,
"RSM00025123","CHERSKIJ, RS","68.75","161.283","28.0","1950-12-27","1.2",",,I",,,,,,,,
"RSM00025123","CHERSKIJ, RS","68.75","161.283","28.0","1950-12-28","0.6",",,I",,,,,,,,
"RSM00025123","CHERSKIJ, RS","68.75","161.283","28.0","1950-12-29","0.0",",,I",,,,,,,,
"RSM00025123","CHERSKIJ, RS","68.75","161.283","28.0","1950-12-30","0.0",",,I",,,,,,,,
"RSM00025123","CHERSKIJ, RS","68.75","161.283","28.0","1950-12-31","0.7",",,I",,,,,,,,
"RSM00025123","CHERSKIJ, RS","68.75","161.283","28.0","1951-01-01","0.0",",,I",,,,,,,,
"RSM00025123","CHERSKIJ, RS","68.75","161.283","28.0","1951-01-02","0.0",",,I",,,,,,,,
"RSM00025123","CHERSKIJ, RS","68.75","161.283","28.0","1951-01-03","0.0",",,I",,,,,,,,
"RSM00025123","CHERSKIJ, RS","68.75","161.283","28.0","1951-01-05","0.0","T,,I",,,,,,,,
"RSM00025123","CHERSKIJ, RS","68.75","161.283","28.0","1951-01-06","0.0","T,,I",,,,,,,,
"RSM00025123","CHERSKIJ, RS","68.75","161.283","28.0","1951-01-07","0.2",",,I",,,,,,,,
"RSM00025123","CHERSKIJ, RS","68.75","161.283","28.0","1951-01-08","0.3",",,I",,,,,,,,
"RSM00025123","CHERSKIJ, RS","68.75","161.283","28.0","1951-01-09","0.7",",,I",,,,,,,,
"RSM00025123","CHERSKIJ, RS","68.75","161.283","28.0","1951-01-10","0.2",",,I",,,,,,,,
"RSM00025123","CHERSKIJ, RS","68.75","161.283","28.0","1951-01-11","0.4",",,I",,,,,,,,
"RSM00025123","CHERSKIJ, RS","68.75","161.283","28.0","1951-01-12","0.0",",,I",,,,,,,,
"RSM00025123","CHERSKIJ, RS","68.75","161.283","28.0","1951-01-14","0.0",",,I",,,,,,,,
"RSM00025123","CHERSKIJ, RS","68.75","161.283","28.0","1951-01-16","0.9",",,I",,,,,,,,
"RSM00025123","CHERSKIJ, RS","68.75","161.283","28.0","1951-01-17","0.5",",,I",,,,,,,,
"RSM00025123","CHERSKIJ, RS","68.75","161.283","28.0","1951-01-18","1.5",",,I",,,,,,,,
"RSM00025123","CHERSKIJ, RS","68.75","161.283","28.0","1951-01-20","0.0",",,I",,,,,,,,
"RSM00025123","CHERSKIJ, RS","68.75","161.283","28.0","1951-01-21","0.5",",,I",,,,,,,,
"RSM00025123","CHERSKIJ, RS","68.75","161.283","28.0","1951-01-22","0.0",",,I",,,,,,,,
"RSM00025123","CHERSKIJ, RS","68.75","161.283","28.0","1951-01-23","0.0","T,,I",,,,,,,,
"RSM00025123","CHERSKIJ, RS","68.75","161.283","28.0","1951-01-24","0.0","T,,I",,,,,,,,
"RSM00025123","CHERSKIJ, RS","68.75","161.283","28.0","1951-01-25","0.0",",,I",,,,,,,,
"RSM00025123","CHERSKIJ, RS","68.75","161.283","28.0","1951-01-26","0.2",",,I",,,,,,,,
"RSM00025123","CHERSKIJ, RS","68.75","161.283","28.0","1951-01-27","0.0",",,I",,,,,,,,
"RSM00025123","CHERSKIJ, RS","68.75","161.283","28.0","1951-01-28","0.0",",,I",,,,,,,,
"RSM00025123","CHERSKIJ, RS","68.75","161.283","28.0","1951-01-29","0.0","T,,I",,,,,,,,
"RSM00025123","CHERSKIJ, RS","68.75","161.283","28.0","1951-01-30","0.0",",,I",,,,,,,,
"RSM00025123","CHERSKIJ, RS","68.75","161.283","28.0","1951-02-01","0.0",",,I",,,,,,,,
"RSM00025123","CHERSKIJ, RS","68.75","161.283","28.0","1951-02-02","0.0","T,,I",,,,,,,,
"RSM00025123","CHERSKIJ, RS","68.75","161.283","28.0","1951-02-03","0.0","T,,I",,,,,,,,
"RSM00025123","CHERSKIJ, RS","68.75","161.283","28.0","1951-02-04","0.3",",,I",,,,,,,,
"RSM00025123","CHERSKIJ, RS","68.75","161.283","28.0","1951-02-05","1.2",",,I",,,,,,,,
"RSM00025123","CHERSKIJ, RS","68.75","161.283","28.0","1951-02-06","0.0","T,,I",,,,,,,,
"RSM00025123","CHERSKIJ, RS","68.75","161.283","28.0","1951-02-07","0.0",",,I",,,,,,,,
"RSM00025123","CHERSKIJ, RS","68.75","161.283","28.0","1951-02-08","0.0",",,I",,,,,,,,
"RSM00025123","CHERSKIJ, RS","68.75","161.283","28.0","1951-02-09","0.0",",,I",,,,,,,,
"RSM00025123","CHERSKIJ, RS","68.75","161.283","28.0","1951-02-10","0.0",",,I",,,,,,,,
"RSM00025123","CHERSKIJ, RS","68.75","161.283","28.0","1951-02-11","0.0",",,I",,,,,,,,
"RSM00025123","CHERSKIJ, RS","68.75","161.283","28.0","1951-02-12","0.0",",,I",,,,,,,,
"RSM00025123","CHERSKIJ, RS","68.75","161.283","28.0","1951-02-13","0.0","T,,I",,,,,,,,
"RSM00025123","CHERSKIJ, RS","68.75","161.283","28.0","1951-02-14","0.5",",,I",,,,,,,,
"RSM00025123","CHERSKIJ, RS","68.75","161.283","28.0","1951-02-15","0.2",",,I",,,,,,,,
"RSM00025123","CHERSKIJ, RS","68.75","161.283","28.0","1951-02-16","0.0",",,I",,,,,,,,
"RSM00025123","CHERSKIJ, RS","68.75","161.283","28.0","1951-02-17","0.0","T,,I",,,,,,,,
"RSM00025123","CHERSKIJ, RS","68.75","161.283","28.0","1951-02-18","0.2",",,I",,,,,,,,
"RSM00025123","CHERSKIJ, RS","68.75","161.283","28.0","1951-02-19","0.0","T,,I",,,,,,,,
"RSM00025123","CHERSKIJ, RS","68.75","161.283","28.0","1951-02-20","0.0",",,I",,,,,,,,
"RSM00025123","CHERSKIJ, RS","68.75","161.283","28.0","1951-02-21","0.0",",,I",,,,,,,,
"RSM00025123","CHERSKIJ, RS","68.75","161.283","28.0","1951-02-22","0.0","T,,I",,,,,,,,
"RSM00025123","CHERSKIJ, RS","68.75","161.283","28.0","1951-02-23","0.2",",,I",,,,,,,,
"RSM00025123","CHERSKIJ, RS","68.75","161.283","28.0","1951-02-24","0.0",",,I",,,,,,,,
"RSM00025123","CHERSKIJ, RS","68.75","161.283","28.0","1951-02-26","0.0",",,I",,,,,,,,
"RSM00025123","CHERSKIJ, RS","68.75","161.283","28.0","1951-02-27","0.0","T,,I",,,,,,,,
"RSM00025123","CHERSKIJ, RS","68.75","161.283","28.0","1951-02-28","0.0","T,,I",,,,,,,,
"RSM00025123","CHERSKIJ, RS","68.75","161.283","28.0","1951-03-01","0.0",",,I",,,,,,,,
"RSM00025123","CHERSKIJ, RS","68.75","161.283","28.0","1951-03-02","0.0","T,,I",,,,,,,,
"RSM00025123","CHERSKIJ, RS","68.75","161.283","28.0","1951-03-03","0.0",",,I",,,,,,,,
"RSM00025123","CHERSKIJ, RS","68.75","161.283","28.0","1951-03-04","1.8",",,I",,,,,,,,
"RSM00025123","CHERSKIJ, RS","68.75","161.283","28.0","1951-03-05","1.9",",,I",,,,,,,,
"RSM00025123","CHERSKIJ, RS","68.75","161.283","28.0","1951-03-06","0.9",",,I",,,,,,,,
"RSM00025123","CHERSKIJ, RS","68.75","161.283","28.0","1951-03-07","0.0","T,,I",,,,,,,,
"RSM00025123","CHERSKIJ, RS","68.75","161.283","28.0","1951-03-08","0.0",",,I",,,,,,,,
"RSM00025123","CHERSKIJ, RS","68.75","161.283","28.0","1951-03-09","0.0",",,I",,,,,,,,
"RSM00025123","CHERSKIJ, RS","68.75","161.283","28.0","1951-03-10","0.0",",,I",,,,,,,,
"RSM00025123","CHERSKIJ, RS","68.75","161.283","28.0","1951-03-11","0.3",",,I",,,,,,,,
"RSM00025123","CHERSKIJ, RS","68.75","161.283","28.0","1951-03-12","0.3",",,I",,,,,,,,
"RSM00025123","CHERSKIJ, RS","68.75","161.283","28.0","1951-03-13","0.0",",,I",,,,,,,,
"RSM00025123","CHERSKIJ, RS","68.75","161.283","28.0","1951-03-14","0.0",",,I",,,,,,,,
"RSM00025123","CHERSKIJ, RS","68.75","161.283","28.0","1951-03-15","0.0",",,I",,,,,,,,
"RSM00025123","CHERSKIJ, RS","68.75","161.283","28.0","1951-03-16","0.0","T,,I",,,,,,,,
"RSM00025123","CHERSKIJ, RS","68.75","161.283","28.0","1951-03-17","0.0",",,I",,,,,,,,
"RSM00025123","CHERSKIJ, RS","68.75","161.283","28.0","1951-03-18","0.0",",,I",,,,,,,,
"RSM00025123","CHERSKIJ, RS","68.75","161.283","28.0","1951-03-19","0.0",",,I",,,,,,,,
"RSM00025123","CHERSKIJ, RS","68.75","161.283","28.0","1951-03-20","0.0",",,I",,,,,,,,
"RSM00025123","CHERSKIJ, RS","68.75","161.283","28.0","1951-03-21","0.0","T,,I",,,,,,,,
"RSM00025123","CHERSKIJ, RS","68.75","161.283","28.0","1951-03-22","0.0",",,I",,,,,,,,
"RSM00025123","CHERSKIJ, RS","68.75","161.283","28.0","1951-03-23","0.0",",,I",,,,,,,,
"RSM00025123","CHERSKIJ, RS","68.75","161.283","28.0","1951-03-24","0.0",",,I",,,,,,,,
"RSM00025123","CHERSKIJ, RS","68.75","161.283","28.0","1951-03-25","0.0",",,I",,,,,,,,
"RSM00025123","CHERSKIJ, RS","68.75","161.283","28.0","1951-03-26","0.0",",,I",,,,,,,,
"RSM00025123","CHERSKIJ, RS","68.75","161.283","28.0","1951-03-27","0.0",",,I",,,,,,,,
"RSM00025123","CHERSKIJ, RS","68.75","161.283","28.0","1951-03-28","0.2",",,I",,,,,,,,
"RSM00025123","CHERSKIJ, RS","68.75","161.283","28.0","1951-03-29","0.5",",,I",,,,,,,,
"RSM00025123","CHERSKIJ, RS","68.75","161.283","28.0","1951-03-30","0.0",",,I",,,,,,,,
"RSM00025123","CHERSKIJ, RS","68.75","161.283","28.0","1951-03-31","0.6",",,I",,,,,,,,
"RSM00025123","CHERSKIJ, RS","68.75","161.283","28.0","1951-04-01","0.0","T,,I",,,,,,,,
"RSM00025123","CHERSKIJ, RS","68.75","161.283","28.0","1951-04-02","0.0","T,,I",,,,,,,,
"RSM00025123","CHERSKIJ, RS","68.75","161.283","28.0","1951-04-03","0.0",",,I",,,,,,,,
"RSM00025123","CHERSKIJ, RS","68.75","161.283","28.0","1951-04-04","0.0",",,I",,,,,,,,
"RSM00025123","CHERSKIJ, RS","68.75","161.283","28.0","1951-04-05","0.0",",,I",,,,,,,,
"RSM00025123","CHERSKIJ, RS","68.75","161.283","28.0","1951-04-06","0.0",",,I",,,,,,,,
"RSM00025123","CHERSKIJ, RS","68.75","161.283","28.0","1951-04-07","0.0","T,,I",,,,,,,,
"RSM00025123","CHERSKIJ, RS","68.75","161.283","28.0","1951-04-08","0.1",",,I",,,,,,,,
"RSM00025123","CHERSKIJ, RS","68.75","161.283","28.0","1951-04-09","0.0",",,I",,,,,,,,
"RSM00025123","CHERSKIJ, RS","68.75","161.283","28.0","1951-04-10","0.0",",,I",,,,,,,,
"RSM00025123","CHERSKIJ, RS","68.75","161.283","28.0","1951-04-11","0.0","T,,I",,,,,,,,
"RSM00025123","CHERSKIJ, RS","68.75","161.283","28.0","1951-04-12","0.2",",,I",,,,,,,,
"RSM00025123","CHERSKIJ, RS","68.75","161.283","28.0","1951-04-13","0.0",",,I",,,,,,,,
"RSM00025123","CHERSKIJ, RS","68.75","161.283","28.0","1951-04-14","0.0",",,I",,,,,,,,
"RSM00025123","CHERSKIJ, RS","68.75","161.283","28.0","1951-04-15","0.0",",,I",,,,,,,,
"RSM00025123","CHERSKIJ, RS","68.75","161.283","28.0","1951-04-16","0.0",",,I",,,,,,,,
"RSM00025123","CHERSKIJ, RS","68.75","161.283","28.0","1951-04-17","0.0","T,,I",,,,,,,,
"RSM00025123","CHERSKIJ, RS","68.75","161.283","28.0","1951-04-18","1.1",",,I",,,,,,,,
"RSM00025123","CHERSKIJ, RS","68.75","161.283","28.0","1951-04-19","1.0",",,I",,,,,,,,
"RSM00025123","CHERSKIJ, RS","68.75","161.283","28.0","1951-04-20","0.0",",,I",,,,,,,,
"RSM00025123","CHERSKIJ, RS","68.75","161.283","28.0","1951-04-21","0.0",",,I",,,,,,,,
"RSM00025123","CHERSKIJ, RS","68.75","161.283","28.0","1951-04-22","0.0",",,I",,,,,,,,
"RSM00025123","CHERSKIJ, RS","68.75","161.283","28.0","1951-04-23","0.0",",,I",,,,,,,,
"RSM00025123","CHERSKIJ, RS","68.75","161.283","28.0","1951-04-24","0.0",",,I",,,,,,,,
"RSM00025123","CHERSKIJ, RS","68.75","161.283","28.0","1951-04-25","0.0",",,I",,,,,,,,
"RSM00025123","CHERSKIJ, RS","68.75","161.283","28.0","1951-04-26","0.0",",,I",,,,,,,,
"RSM00025123","CHERSKIJ, RS","68.75","161.283","28.0","1951-04-27","0.0","T,,I",,,,,,,,
"RSM00025123","CHERSKIJ, RS","68.75","161.283","28.0","1951-04-28","0.0",",,I",,,,,,,,
"RSM00025123","CHERSKIJ, RS","68.75","161.283","28.0","1951-04-29","0.3",",,I",,,,,,,,
"RSM00025123","CHERSKIJ, RS","68.75","161.283","28.0","1951-04-30","0.0",",,I",,,,,,,,
"RSM00025123","CHERSKIJ, RS","68.75","161.283","28.0","1951-05-01","0.0",",,I",,,,,,,,
"RSM00025123","CHERSKIJ, RS","68.75","161.283","28.0","1951-05-02","0.0","T,,I",,,,,,,,
"RSM00025123","CHERSKIJ, RS","68.75","161.283","28.0","1951-05-03","0.2",",,I",,,,,,,,
"RSM00025123","CHERSKIJ, RS","68.75","161.283","28.0","1951-05-04","3.7",",,I",,,,,,,,
"RSM00025123","CHERSKIJ, RS","68.75","161.283","28.0","1951-05-06","0.0",",,I",,,,,,,,
"RSM00025123","CHERSKIJ, RS","68.75","161.283","28.0","1951-05-07","0.0",",,I",,,,,,,,
"RSM00025123","CHERSKIJ, RS","68.75","161.283","28.0","1951-05-08","0.0",",,I",,,,,,,,
"RSM00025123","CHERSKIJ, RS","68.75","161.283","28.0","1951-05-09","0.0",",,I",,,,,,,,
"RSM00025123","CHERSKIJ, RS","68.75","161.283","28.0","1951-05-10","0.0",",,I",,,,,,,,
"RSM00025123","CHERSKIJ, RS","68.75","161.283","28.0","1951-05-11","0.0",",,I",,,,,,,,
"RSM00025123","CHERSKIJ, RS","68.75","161.283","28.0","1951-05-12","0.0",",,I",,,,,,,,
"RSM00025123","CHERSKIJ, RS","68.75","161.283","28.0","1951-05-13","0.0",",,I",,,,,,,,
"RSM00025123","CHERSKIJ, RS","68.75","161.283","28.0","1951-05-14","0.0",",,I",,,,,,,,
"RSM00025123","CHERSKIJ, RS","68.75","161.283","28.0","1951-05-15","0.0","T,,I",,,,,,,,
"RSM00025123","CHERSKIJ, RS","68.75","161.283","28.0","1951-05-16","0.0","T,,I",,,,,,,,
"RSM00025123","CHERSKIJ, RS","68.75","161.283","28.0","1951-05-17","0.0","T,,I",,,,,,,,
"RSM00025123","CHERSKIJ, RS","68.75","161.283","28.0","1951-05-18","0.5",",,I",,,,,,,,
"RSM00025123","CHERSKIJ, RS","68.75","161.283","28.0","1951-05-19","0.0","T,,I",,,,,,,,
"RSM00025123","CHERSKIJ, RS","68.75","161.283","28.0","1951-05-20","0.1",",,I",,,,,,,,
"RSM00025123","CHERSKIJ, RS","68.75","161.283","28.0","1951-05-21","0.0","T,,I",,,,,,,,
"RSM00025123","CHERSKIJ, RS","68.75","161.283","28.0","1951-05-22","0.0","T,,I",,,,,,,,
"RSM00025123","CHERSKIJ, RS","68.75","161.283","28.0","1951-05-23","0.0",",,I",,,,,,,,
"RSM00025123","CHERSKIJ, RS","68.75","161.283","28.0","1951-05-24","0.0","T,,I",,,,,,,,
"RSM00025123","CHERSKIJ, RS","68.75","161.283","28.0","1951-05-25","0.0","T,,I",,,,,,,,
"RSM00025123","CHERSKIJ, RS","68.75","161.283","28.0","1951-05-26","0.0","T,,I",,,,,,,,
"RSM00025123","CHERSKIJ, RS","68.75","161.283","28.0","1951-05-27","0.0",",,I",,,,,,,,
"RSM00025123","CHERSKIJ, RS","68.75","161.283","28.0","1951-05-28","0.0",",,I",,,,,,,,
"RSM00025123","CHERSKIJ, RS","68.75","161.283","28.0","1951-05-29","0.0",",,I",,,,,,,,
"RSM00025123","CHERSKIJ, RS","68.75","161.283","28.0","1951-05-30","0.0",",,I",,,,,,,,
"RSM00025123","CHERSKIJ, RS","68.75","161.283","28.0","1951-05-31","0.0",",,I",,,,,,,,
"RSM00025123","CHERSKIJ, RS","68.75","161.283","28.0","1951-06-01","0.0",",,I",,,,,,,,
"RSM00025123","CHERSKIJ, RS","68.75","161.283","28.0","1951-06-02","0.0","T,,I",,,,,,,,
"RSM00025123","CHERSKIJ, RS","68.75","161.283","28.0","1951-06-03","0.0","T,,I",,,,,,,,
"RSM00025123","CHERSKIJ, RS","68.75","161.283","28.0","1951-06-04","0.3",",,I",,,,,,,,
"RSM00025123","CHERSKIJ, RS","68.75","161.283","28.0","1951-06-05","0.0",",,I",,,,,,,,
"RSM00025123","CHERSKIJ, RS","68.75","161.283","28.0","1951-06-06","0.0",",,I",,,,,,,,
"RSM00025123","CHERSKIJ, RS","68.75","161.283","28.0","1951-06-07","0.0",",,I",,,,,,,,
"RSM00025123","CHERSKIJ, RS","68.75","161.283","28.0","1951-06-08","0.0",",,I",,,,,,,,
"RSM00025123","CHERSKIJ, RS","68.75","161.283","28.0","1951-06-09","0.0",",,I",,,,,,,,
"RSM00025123","CHERSKIJ, RS","68.75","161.283","28.0","1951-06-10","0.0",",,I",,,,,,,,
"RSM00025123","CHERSKIJ, RS","68.75","161.283","28.0","1951-06-11","0.0",",,I",,,,,,,,
"RSM00025123","CHERSKIJ, RS","68.75","161.283","28.0","1951-06-12","0.0",",,I",,,,,,,,
"RSM00025123","CHERSKIJ, RS","68.75","161.283","28.0","1951-06-13","0.0",",,I",,,,,,,,
"RSM00025123","CHERSKIJ, RS","68.75","161.283","28.0","1951-06-14","0.0",",,I",,,,,,,,
"RSM00025123","CHERSKIJ, RS","68.75","161.283","28.0","1951-06-15","9.0",",,I",,,,,,,,
"RSM00025123","CHERSKIJ, RS","68.75","161.283","28.0","1951-06-16","0.6",",,I",,,,,,,,
"RSM00025123","CHERSKIJ, RS","68.75","161.283","28.0","1951-06-17","0.2",",,I",,,,,,,,
"RSM00025123","CHERSKIJ, RS","68.75","161.283","28.0","1951-06-18","18.0",",,I",,,,,,,,
"RSM00025123","CHERSKIJ, RS","68.75","161.283","28.0","1951-06-19","0.4",",,I",,,,,,,,
"RSM00025123","CHERSKIJ, RS","68.75","161.283","28.0","1951-06-20","0.0",",,I",,,,,,,,
"RSM00025123","CHERSKIJ, RS","68.75","161.283","28.0","1951-06-21","1.7",",,I",,,,,,,,
"RSM00025123","CHERSKIJ, RS","68.75","161.283","28.0","1951-06-22","3.8",",,I",,,,,,,,
"RSM00025123","CHERSKIJ, RS","68.75","161.283","28.0","1951-06-23","0.0",",,I",,,,,,,,
"RSM00025123","CHERSKIJ, RS","68.75","161.283","28.0","1951-06-25","0.0",",,I",,,,,,,,
"RSM00025123","CHERSKIJ, RS","68.75","161.283","28.0","1951-06-26","0.0",",,I",,,,,,,,
"RSM00025123","CHERSKIJ, RS","68.75","161.283","28.0","1951-06-27","0.0",",,I",,,,,,,,
"RSM00025123","CHERSKIJ, RS","68.75","161.283","28.0","1951-06-28","0.0",",,I",,,,,,,,
"RSM00025123","CHERSKIJ, RS","68.75","161.283","28.0","1951-06-29","0.0",",,I",,,,,,,,
"RSM00025123","CHERSKIJ, RS","68.75","161.283","28.0","1951-06-30","0.0",",,I",,,,,,,,
"RSM00025123","CHERSKIJ, RS","68.75","161.283","28.0","1951-07-01","0.0",",,I",,,,,,,,
"RSM00025123","CHERSKIJ, RS","68.75","161.283","28.0","1951-07-02","0.0",",,I",,,,,,,,
"RSM00025123","CHERSKIJ, RS","68.75","161.283","28.0","1951-07-03","0.0","T,,I",,,,,,,,
"RSM00025123","CHERSKIJ, RS","68.75","161.283","28.0","1951-07-04","0.0",",,I",,,,,,,,
"RSM00025123","CHERSKIJ, RS","68.75","161.283","28.0","1951-07-05","0.8",",,I",,,,,,,,
"RSM00025123","CHERSKIJ, RS","68.75","161.283","28.0","1951-07-06","4.5",",,I",,,,,,,,
"RSM00025123","CHERSKIJ, RS","68.75","161.283","28.0","1951-07-07","0.5",",,I",,,,,,,,
"RSM00025123","CHERSKIJ, RS","68.75","161.283","28.0","1951-07-08","0.2",",,I",,,,,,,,
"RSM00025123","CHERSKIJ, RS","68.75","161.283","28.0","1951-07-09","1.1",",,I",,,,,,,,
"RSM00025123","CHERSKIJ, RS","68.75","161.283","28.0","1951-07-10","0.0","T,,I",,,,,,,,
"RSM00025123","CHERSKIJ, RS","68.75","161.283","28.0","1951-07-11","0.0",",,I",,,,,,,,
"RSM00025123","CHERSKIJ, RS","68.75","161.283","28.0","1951-07-12","0.0",",,I",,,,,,,,
"RSM00025123","CHERSKIJ, RS","68.75","161.283","28.0","1951-07-13","0.0",",,I",,,,,,,,
"RSM00025123","CHERSKIJ, RS","68.75","161.283","28.0","1951-07-14","0.0",",,I",,,,,,,,
"RSM00025123","CHERSKIJ, RS","68.75","161.283","28.0","1951-07-15","0.0",",,I",,,,,,,,
"RSM00025123","CHERSKIJ, RS","68.75","161.283","28.0","1951-07-16","0.0",",,I",,,,,,,,
"RSM00025123","CHERSKIJ, RS","68.75","161.283","28.0","1951-07-17","0.0","T,,I",,,,,,,,
"RSM00025123","CHERSKIJ, RS","68.75","161.283","28.0","1951-07-18","0.0","T,,I",,,,,,,,
"RSM00025123","CHERSKIJ, RS","68.75","161.283","28.0","1951-07-19","0.0",",,I",,,,,,,,
"RSM00025123","CHERSKIJ, RS","68.75","161.283","28.0","1951-07-20","0.0",",,I",,,,,,,,
